iter	Logloss
436	0.2566382848
437	0.2565759623
438	0.256474986
439	0.2564234976
440	0.256369812
441	0.2563558085
442	0.2562992893
443	0.256207197
444	0.2561279587
445	0.2560629986
446	0.2559415032
447	0.2558850832
448	0.2558093939
449	0.2557714883
450	0.2557277259
451	0.2556551757
452	0.2556281833
453	0.2555735336
454	0.255497421
455	0.2554176525
456	0.2553688855
457	0.2553289933
458	0.2552696266
459	0.2552321169
460	0.2551546419
461	0.2550848573
462	0.2550243346
463	0.2549605359
464	0.2548778644
465	0.25482731
466	0.2547699098
467	0.2547196744
468	0.2546581466
469	0.2545825809
470	0.2545212178
471	0.2544856469
472	0.2544287684
473	0.2543526837
474	0.2542570959
475	0.2541879257
476	0.2541409365
477	0.2540409085
478	0.253953155
479	0.2538984849
480	0.253780042
481	0.2536981772
482	0.2536263928
483	0.2535787483
484	0.2535598862
485	0.253520801
486	0.2534317374
487	0.2533345839
488	0.2532755616
489	0.2532540192
490	0.2531703497
491	0.2531146407
492	0.2530252994
493	0.2529846179
494	0.252933199
495	0.2528562196
496	0.2527781153
497	0.2527126898
498	0.2526241988
499	0.2525397098
500	0.2524794224
501	0.2524209348
502	0.252329394
503	0.2522745637
504	0.2521916851
505	0.2521425826
506	0.2520931661
507	0.2520168382
508	0.2519584005
509	0.2518861791
510	0.2518166169
511	0.2517402394
512	0.2516935823
513	0.2516337659
514	0.2515738505
515	0.2514801609
516	0.2513721136
517	0.2512825179
518	0.2512632337
519	0.2511745418
520	0.2511377586
521	0.251060264
522	0.2510124106
523	0.2509578199
524	0.2509107216
525	0.2508332741
526	0.2507640676
527	0.2506767859
528	0.2506145678
529	0.250507349
530	0.2504693158
531	0.2504151095
532	0.2503634092
533	0.2502567339
534	0.2502075195
535	0.2501418602
536	0.2500723804
537	0.2500321785
538	0.2499650111
539	0.249885943
540	0.2498362744
541	0.24976946
542	0.2496893427
543	0.2496207316
544	0.2495559174
545	0.2494913147
546	0.2494283518
547	0.2493421927
548	0.2492591377
549	0.2491201631
550	0.2489839826
551	0.2489292397
552	0.2488664778
553	0.2487245891
554	0.2486952535
555	0.2486260728
556	0.2485615891
557	0.2484975017
558	0.248476326
559	0.2483626464
560	0.2482549169
561	0.2481797795
562	0.2480780656
563	0.247991629
564	0.2479201813
565	0.2478726304
566	0.2478624468
567	0.247807738
568	0.2477040899
569	0.2476502759
570	0.2476123962
571	0.2475358331
572	0.247482023
573	0.2474674185
574	0.2473781263
575	0.2473103575
576	0.2472655928
577	0.24720822
578	0.2471541288
579	0.2470772947
580	0.2470091092
581	0.2469317489
582	0.2468670726
583	0.2468277826
584	0.2467583342
585	0.2466942464
586	0.2466659737
587	0.2465952843
588	0.2465535814
589	0.2464965884
590	0.2464177067
591	0.246362524
592	0.2463415706
593	0.2463119201
594	0.2462518864
595	0.2462328919
596	0.2461749202
597	0.246135582
598	0.2461156723
599	0.2460508691
600	0.2459980912
601	0.2458965029
602	0.2458491931
603	0.2457862446
604	0.2457439373
605	0.2456828522
606	0.2456511778
607	0.2455690652
608	0.2454975194
609	0.2454170125
610	0.2453538759
611	0.2452707246
612	0.2452351795
613	0.2451365264
614	0.2450914289
615	0.2450067683
616	0.2449576773
617	0.2448944607
618	0.2448448073
619	0.2447858646
620	0.2447341275
621	0.2446820708
622	0.2446233032
623	0.24456685
624	0.2445233413
625	0.244478097
626	0.2444462053
627	0.2443813153
628	0.2443261657
629	0.2442972095
630	0.2442390348
631	0.2441983478
632	0.2441389495
633	0.244059424
634	0.2439867874
635	0.2439209794
636	0.2438460483
637	0.2437706519
638	0.2437168713
639	0.24365106
640	0.2435979351
641	0.2435361704
642	0.2434961938
643	0.2434046576
644	0.2433674656
645	0.2433176572
646	0.2432522684
647	0.2432471398
648	0.2431638519
649	0.2430547634
650	0.2430317741
651	0.2429704115
652	0.2428720793
653	0.2428215736
654	0.2427702248
655	0.242728805
656	0.2426659303
657	0.2426076855
658	0.2425152049
659	0.242445965
660	0.242391697
661	0.242341052
662	0.2422956775
663	0.242246792
664	0.2422051501
665	0.2421428981
666	0.2420930625
667	0.242079097
668	0.2420384314
669	0.2420062468
670	0.2420049068
671	0.2419509027
672	0.2419223961
673	0.2418590595
674	0.2418166528
675	0.2417621622
676	0.241717233
677	0.2416401222
678	0.2416024949
679	0.2415547683
680	0.2414692945
681	0.2414002598
682	0.241352697
683	0.2413133208
684	0.2412525055
685	0.2411721191
686	0.241151376
687	0.2411193149
688	0.2410611163
689	0.2410140647
690	0.24101277
691	0.2409324517
692	0.240918946
693	0.2408693615
694	0.2408437933
695	0.2407770684
696	0.2407252364
697	0.2406796614
698	0.2405993295
699	0.2405548005
700	0.2405220944
701	0.2404824058
702	0.240413196
703	0.2403653053
704	0.2403299192
705	0.2402609311
706	0.2402013792
707	0.2401802209
708	0.2401176024
709	0.2400803319
710	0.2400270502
711	0.2399700596
712	0.2398930525
713	0.2398234797
714	0.2397647459
715	0.2396717705
716	0.2396242145
717	0.2395777746
718	0.2395683121
719	0.2395206634
720	0.2394750161
721	0.2394467001
722	0.2393780445
723	0.239329566
724	0.2392915299
725	0.2392692997
726	0.2392032753
727	0.2391328454
728	0.2391318712
729	0.2390773367
730	0.2390257107
731	0.2390245971
732	0.2389814675
733	0.2389804035
734	0.2389286662
735	0.2388767985
736	0.2387956654
737	0.2387497728
738	0.2387004096
739	0.2386474967
740	0.2386045689
741	0.2385779757
742	0.2385769605
743	0.2385221592
744	0.2384926566
745	0.2384263383
746	0.2383437954
747	0.2382806835
748	0.2382752618
749	0.2382064199
750	0.2381501158
751	0.2381146776
752	0.2380523382
753	0.2379989705
754	0.2379313415
755	0.2378881751
756	0.2378041233
757	0.2377781186
758	0.2377378622
759	0.2376667143
760	0.2375981712
761	0.2375219071
762	0.2374582385
763	0.2374454752
764	0.2374210482
765	0.2373805185
766	0.2372896368
767	0.2372505391
768	0.237223949
769	0.2371773146
770	0.2371343482
771	0.2370704256
772	0.2369958184
773	0.2369135191
774	0.2368505512
775	0.2368312312
776	0.2367558158
777	0.2367188026
778	0.2366608401
779	0.2366041404
780	0.2365399822
781	0.2364756238
782	0.2364266629
783	0.2363603241
784	0.2362912268
785	0.2362210639
786	0.2361761613
787	0.236144875
788	0.2360790476
789	0.2360124318
790	0.2359617904
791	0.2358815519
792	0.2358094554
793	0.235773922
794	0.2357183088
795	0.2356915998
796	0.2356492265
797	0.2355873712
798	0.2355485334
799	0.2355101111
800	0.2355045581
801	0.2355038275
802	0.2354318978
803	0.2353603864
804	0.2353227545
805	0.2352816076
806	0.2352772873
807	0.2352236508
808	0.2351552225
809	0.2350655309
810	0.2350072429
811	0.2349584233
812	0.2348947183
813	0.2348399322
814	0.234779395
815	0.2347131195
816	0.2346723814
817	0.2346255325
818	0.2345749692
819	0.2345095729
820	0.2344543722
821	0.2344174381
822	0.2343462898
823	0.2342692608
824	0.2342115118
825	0.2341667307
826	0.2341255101
827	0.2340767489
828	0.2340215404
829	0.2339537102
830	0.233919649
831	0.2338450778
832	0.2337736098
833	0.2337206853
834	0.2337002997
835	0.2336890272
836	0.2336525993
837	0.2336175649
838	0.2335675571
839	0.2335095254
840	0.2334488064
841	0.233368262
842	0.2333261136
843	0.2332977944
844	0.2332626568
845	0.2332384804
846	0.2331979801
847	0.2331718162
848	0.2331266474
849	0.2330802013
850	0.2330381249
851	0.2329779591
852	0.2329329814
853	0.2329003835
854	0.2328355256
855	0.2327683136
856	0.2327156178
857	0.2326651556
858	0.2326160449
859	0.2325704373
860	0.2325697149
861	0.2325178172
862	0.2324782753
863	0.2324343383
864	0.2323891782
865	0.2323485404
866	0.2322981012
867	0.2322291847
868	0.2321900266
869	0.2321329297
870	0.2320758479
871	0.2320216449
872	0.2319631948
873	0.2318940886
874	0.2318114864
875	0.2317639342
876	0.2317020143
877	0.2316624003
878	0.2316054656
879	0.2315245873
880	0.2314791971
881	0.2314229841
882	0.2313731872
883	0.2313288196
884	0.2312845411
885	0.2312233472
886	0.2311585993
887	0.2310903803
888	0.231045529
889	0.2309894617
890	0.2309339189
891	0.2308660762
892	0.2308235014
893	0.2307882244
894	0.2307391036
895	0.2306948367
896	0.2306617836
897	0.2305991002
898	0.2305241126
899	0.2304705514
900	0.2304034896
901	0.2303367796
902	0.2302400564
903	0.2302027316
904	0.230161027
905	0.230095825
906	0.230050457
907	0.2299893052
908	0.229921903
909	0.2298964986
910	0.2298374729
911	0.2297841214
912	0.2297145775
913	0.2296671978
914	0.2296021655
915	0.2295867522
916	0.2295285082
917	0.2294437213
918	0.2294430276
919	0.2294193494
920	0.2293532678
921	0.2293036286
922	0.2292740982
923	0.2292135601
924	0.2291581057
925	0.2291108012
926	0.22906388
927	0.2290421241
928	0.228991163
929	0.2289414055
930	0.2288883958
931	0.2288283083
932	0.2287748446
933	0.2287306552
934	0.2286746264
935	0.228618163
936	0.2285663843
937	0.228528641
938	0.228498802
939	0.2284253991
940	0.2283587327
941	0.2282907516
942	0.2282431732
943	0.2281991496
944	0.228152329
945	0.2281127937
946	0.2280441979
947	0.2280294385
948	0.2279631951
949	0.2279172295
950	0.2278746121
951	0.2278263681
952	0.2277749236
953	0.227737969
954	0.2276939788
955	0.2276439484
956	0.2276044715
957	0.2275870387
958	0.2275374707
959	0.2274821553
960	0.2274411226
961	0.2274019639
962	0.2273609922
963	0.2273383239
964	0.2272917499
965	0.2272317094
966	0.2271973128
967	0.2271242651
968	0.2270547191
969	0.2270037862
970	0.226966374
971	0.2269289895
972	0.2268796099
973	0.2268427804
974	0.2267577929
975	0.2266836784
976	0.2266387873
977	0.2265754101
978	0.2265103318
979	0.2264879093
980	0.2264292602
981	0.2263823284
982	0.2263364472
983	0.2263003575
984	0.2262628312
985	0.2262411033
986	0.2261690094
987	0.2261484124
988	0.2261472039
989	0.2260686986
990	0.2260589663
991	0.2260138507
992	0.2259797654
993	0.2259465865
994	0.2259165586
995	0.2258837753
996	0.2258081487
997	0.2257692339
998	0.2257006974
999	0.2256589827
